"","Year","Area","Cancer.Type","Age.Adjusted.Rate","Death.Count","Population"
"571",2009,"Wisconsin","Female Breast",21.1,758,2856103
"572",2009,"Wyoming","Female Breast",20.7,68,274046
"573",2010,"Alabama","Female Breast",23.5,696,2462449
"574",2010,"Alaska","Female Breast",21.8,59,342316
"575",2010,"Arizona","Female Breast",19.5,733,3223250
"576",2010,"Arkansas","Female Breast",22.7,413,1487240
"577",2010,"California","Female Breast",20.7,4238,18773564
"578",2010,"Colorado","Female Breast",20,528,2517833
"579",2010,"Connecticut","Female Breast",20.9,498,1836796
"580",2010,"Delaware","Female Breast",22.7,130,463943
"581",2010,"District of Columbia","Female Breast",30.5,100,319273
"582",2010,"Florida","Female Breast",21.3,2857,9633581
"583",2010,"Georgia","Female Breast",23.6,1222,4970696
"584",2010,"Hawaii","Female Breast",14.9,126,680678
"585",2010,"Idaho","Female Breast",21.3,185,783947
"586",2010,"Illinois","Female Breast",22.6,1740,6543398
"587",2010,"Indiana","Female Breast",22.7,888,3297330
"588",2010,"Iowa","Female Breast",19.4,392,1539815
"589",2010,"Kansas","Female Breast",20.4,355,1440082
"590",2010,"Kentucky","Female Breast",21.9,586,2208756
"591",2010,"Louisiana","Female Breast",24.6,648,2319869
"592",2010,"Maine","Female Breast",20.1,195,677938
"593",2010,"Maryland","Female Breast",24.1,845,2988734
"594",2010,"Massachusetts","Female Breast",19.1,825,3390173
"595",2010,"Michigan","Female Breast",23.7,1492,5032334
"596",2010,"Minnesota","Female Breast",20.1,650,2675243
"597",2010,"Mississippi","Female Breast",24.9,432,1527339
"598",2010,"Missouri","Female Breast",23.3,884,3058803
"599",2010,"Montana","Female Breast",21.1,134,493463
"600",2010,"Nebraska","Female Breast",19.2,225,921433
"601",2010,"Nevada","Female Breast",23.5,331,1338295
"602",2010,"New Hampshire","Female Breast",21.7,184,667225
"603",2010,"New Jersey","Female Breast",23.2,1322,4515647
"604",2010,"New Mexico","Female Breast",22.1,266,1044263
"605",2010,"New York","Female Breast",21.6,2700,10010668
"606",2010,"North Carolina","Female Breast",23.3,1334,4904253
"607",2010,"North Dakota","Female Breast",22.8,101,333639
"608",2010,"Ohio","Female Breast",24,1793,5905238
"609",2010,"Oklahoma","Female Breast",24.8,554,1899634
"610",2010,"Oregon","Female Breast",23,555,1938425
"611",2010,"Pennsylvania","Female Breast",23.3,2090,6515181
"612",2010,"Rhode Island","Female Breast",19,139,544685
"613",2010,"South Carolina","Female Breast",22.5,643,2380818
"614",2010,"South Dakota","Female Breast",19.5,103,407732
"615",2010,"Tennessee","Female Breast",22.4,876,3257465
